mssv,namBD,TotNghiep,Label
8f374f21xpvaibaexe97q47cdxnnzhhrfspvykwd,2014,False,TreHan
4cf4d526xpvaibaexe97q47cdxnnzgqx1x96feaw,1,True,TreHan
f24aac52xpvaibaexe/nrr7q+hwy3bfkcwnqme85,1,True,TreHan
2a7ef77dxpvaibaexe/nrr7q+hwy3noztbjsr5/z,1,True,TreHan
c2a4c64fxpvaibaexe/nrr7q+hwy3ogsz3jlcnjw,1,True,TreHan
b03d2622xpvaibaexe/nrr7q+hwy3b7lsqapcm/p,1,True,TreHan
da9aea01xpvaibaexe/nrr7q+hwy3n66svciyhcp,1,False,TreHan
9376de75xpvaibaexe/nrr7q+hwy3hvgrvsai4f7,1,False,TreHan
8724b09cxpvaibaexe/nrr7q+hwy3lggaca76mrg,2014,True,DungHan
3c303d57xpvaibaexe/nrr7q+hwy3opqpurh7okn,1,False,TreHan
b429bdf4xpvaibaexe/nrr7q+hwy3adzrtkgoeee,2014,True,DungHan
71bc010dxpvaibaexe+tg0ae8qw/gty2bn7e6qx5,1,False,TreHan
f648791bxpvaibaexe+tg0ae8qw/gkkq0zjcqsnc,1,True,TreHan
562eaf54xpvaibaexe+tg0ae8qw/gpvijq2ax2xp,1,True,TreHan
65fdef74xpvaibaexe+tg0ae8qw/gghq0yx/iafl,1,False,TreHan
17284407xpvaibaexe+tg0ae8qw/gu8mbq9gdz1t,2014,True,DungHan
65a8ce1expvaibaexe+tg0ae8qw/gqdz/d+/k6ii,2014,False,TreHan
0a8562cbxpvaibaexe+tg0ae8qw/gj/c8ef51tli,2014,True,DungHan
c5f2150dxpvaibaexe+tg0ae8qw/gtk+nftaazyq,1,False,TreHan
39cfa80dxpvaibaexe+tg0ae8qw/giuc2ctraum8,1,True,TreHan
19b4eb0fxpvaibaexe+pdn88/1dr4jojz3aukusu,2014,True,DungHan
f1ae6a7dxpvaibaexe+pdn88/1dr4gqg2cn+o/mp,2014,True,DungHan
d368677cxpvaibaexe+pdn88/1dr4fvc8eulv+lv,2014,True,DungHan
692758d6xpvaibaexe+pdn88/1dr4fhgblqyi+bx,1,False,TreHan
50b2dd22xpvaibaexe+pdn88/1dr4nnc7q9fhda/,2014,False,TreHan
ceed36d2xpvaibaexe+pdn88/1dr4neg8byb/lif,1,False,TreHan
374c2f02xpvaibaexe+pdn88/1dr4brdeclb86g4,1,True,TreHan
98857340xpvaibaexe+pdn88/1dr4igaxoqlhkux,1,False,TreHan
00acd5a5xpvaibaexe+pdn88/1dr4lbrqbt3yae1,1,False,TreHan
db5fe1bcxpvaibaexe+pdn88/1dr4pkidtmibtkc,1,False,TreHan
d1d67e75xpvaibaexe+9lrniskksh0lm7g6fv1dd,2014,False,TreHan
030fc1cfxpvaibaexe+9lrniskksh3ibktoinqqs,1,False,TreHan
49e481d0xpvaibaexe+9lrniskksh21vpy4x7riy,2014,True,DungHan
92262318xpvaibaexe+9lrniskksh+83kzvvg9tn,1,True,TreHan
fa31ecc1xpvaibaexe+9lrniskksh81rmasdh/wn,2014,True,DungHan
97167d07xpvaibaexe+9lrniskksh0+g+l2eg1v/,1,True,TreHan
6e5f651expvaibaexe+9lrniskksh38uocjy0doh,2014,True,DungHan
ff061276xpvaibaexe+9lrniskksh22ea1ofkxvk,1,False,TreHan
2d287cdcxpvaibaexe9x0caug4pzo6kjgn24tuwz,2014,False,TreHan
ef902c02xpvaibaexe9x0caug4pzozxra04bbo7k,1,False,TreHan
635b9f1cxpvaibaexe9x0caug4pzoxmvveax3gfk,1,True,TreHan
cc8ed1c2xpvaibaexe9x0caug4pzo9/hvzjrxtyw,2016,True,DungHan
2a8a1e92xpvaibaexe9x0caug4pzoxy78iq6wez6,1,False,TreHan
f84ea6d4xpvaibaexe9x0caug4pzo6iz992annk9,2014,False,TreHan
b527f688xpvaibaexe9u/k5zyzont1/sqtzrnrnp,2014,False,TreHan
52eb6d4cxpvaibaexe9u/k5zyzontywmov+cjgnr,1,False,TreHan
9a40471fxpvaibaexe9u/k5zyzont/7/ulrykdks,1,True,TreHan
7e7fc55fxpvaibaexe9u/k5zyzont8yhxxqnvj6o,1,False,TreHan
f96815b9xpvaibaexe9u/k5zyzont+ohfu5rocjn,2014,True,DungHan
fb9fcb31xpvaibaexe9u/k5zyzont/ejexcqpsve,2014,True,DungHan
a65738b9xpvaibaexe9u/k5zyzont7oymwa/1ish,2014,True,DungHan
0e78bde9xpvaibaexe9u/k5zyzont1sj1bwjmpi3,1,False,TreHan
b317054cxpvaibaexe9u/k5zyzontxrphi21glyl,1,False,TreHan
6a0e3807xpvaibaexe/h1vzjbzjawtb2tbvux3am,1,False,TreHan
cb052f9fxpvaibaexe/h1vzjbzjawl6qzyokgipp,1,True,TreHan
e5b910bdxpvaibaexe/h1vzjbzjawkg5vgo/54/z,1,False,TreHan
2513b9b7xpvaibaexe/h1vzjbzjawifmbhyzdhpm,2014,True,DungHan
0238c60fxpvaibaexe/h1vzjbzjawvbgak7axdrx,2014,False,TreHan
b47bc5e8xpvaibaexe/h1vzjbzjawmy5agwfivk2,1,False,TreHan
46c2d16expvaibaexe/h1vzjbzjawpotkhnjtr3t,1,False,TreHan
59078061xpvaibaexe9tdh69vvzt1+ti0ctwxx8h,2014,False,TreHan
d6da2754xpvaibaexe9tdh69vvzt14bfenmelpa0,2014,False,TreHan
2e04dbd2xpvaibaexe9tdh69vvzt1ysncfgdlrm0,1,True,TreHan
3eb5ae2expvaibaexe9tdh69vvzt18hvvztcema7,2014,False,TreHan
33e3bb55xpvaibaexe9tdh69vvzt12g2hc9o6g1c,2014,False,TreHan
0ef77f10xpvaibaexe9tdh69vvzt16omw3pdhupg,2014,False,TreHan
c487abc7xpvaibaexe9tdh69vvzt12frzafdx/ge,1,True,TreHan
d7df9f37xpvaibaexe9tdh69vvzt11dfss5c1fsb,1,False,TreHan
78197060xpvaibaexe8z1io4it8hjaasajheq1cn,1,False,TreHan
dd4d463bxpvaibaexe8z1io4it8hjn81oflkmxl/,2014,False,TreHan
dcd60a58xpvaibaexe8z1io4it8hjkl7t0ucjp6n,2014,False,TreHan
f4b8103bxpvaibaexe8z1io4it8hjcohn5kw9d8+,2014,True,DungHan
82a17b12xpvaibaexe8z1io4it8hjdotllnsb1kj,2014,True,DungHan
2e8dcf6cxpvaibaexe8z1io4it8hjhyvp7dsy6fm,2014,False,TreHan
3ba2001axpvaibaexe8z1io4it8hjmgetgewywjt,1,True,TreHan
e3f3fd6dxpvaibaexe8z1io4it8hjiqsyxtd1viz,1,False,TreHan
1eb542c5xpvaibaexe8z1io4it8hjazpqshrgvmf,1,False,TreHan
7823e9eexpvaibaexe+ltcxpm838vbh4otiiaqco,2014,False,TreHan
f6ba59a9xpvaibaexe+ltcxpm838vxvsdenms/8f,1,False,TreHan
3855ee8bxpvaibaexe+ltcxpm838vada+3errwgn,1,True,TreHan
629c3839xpvaibaexe+ltcxpm838vzrrmdx6sapg,1,False,TreHan
ee31f64cxpvaibaexe+ltcxpm838vzeuruasf3tl,2014,False,TreHan
87eea32bxpvaibaexe+ltcxpm838vq3a17qi1xog,2014,False,TreHan
8d4a719axpvaibaexe+ltcxpm838vbqexhxsrfmn,1,False,TreHan
ac17a2ebxpvaibaexe+ltcxpm838vtwwvusjrtsd,2014,False,TreHan
7fbd0513xpvaibaexe+ltcxpm838vaxt1zhb2ina,1,False,TreHan
2a206f37xpvaibaexe8e/5ryj9ypuslv/el+hbgi,2014,True,DungHan
0615cd35xpvaibaexe8e/5ryj9ypueafgtgttate,2014,True,DungHan
5d496a92xpvaibaexe8e/5ryj9ypublyefln8tq2,2014,True,DungHan
c370e070xpvaibaexe8e/5ryj9ypubqv5t6wiv15,1,False,TreHan
65774f58xpvaibaexe8e/5ryj9ypux/hekt6zpr/,2014,True,DungHan
7ec1741axpvaibaexe8e/5ryj9ypuxs+8p0esyri,2014,False,TreHan
5ed5f766xpvaibaexe8e/5ryj9ypuru0i/ozcvl9,2014,False,TreHan
33d5debdxpvaibaexe+ixjpjy6uomanys+infa/g,2014,True,DungHan
ee8aaa61xpvaibaexe+ixjpjy6uomcqyv6gm3wi9,2014,True,DungHan
ae749c00xpvaibaexe+ixjpjy6uomcmmesf/qq+r,2014,False,TreHan
1ea1bee1xpvaibaexe+ixjpjy6uomjgg3q9gfjny,1,True,TreHan
078e6c4expvaibaexe+ixjpjy6uomkv9ajg2hsfj,1,True,TreHan
f93a7468xpvaibaexe+ixjpjy6uomb0kvfh2qhuk,1,True,TreHan
e7952a34xpvaibaexe+ixjpjy6uomjsrnm986plf,1,False,TreHan
aa2e8e15xpvaibaexe+ixjpjy6uomjukbmz8v7jb,2014,True,DungHan
a110af72xpvaibaexe+ixjpjy6uoml/4vbh8bwgc,2014,True,DungHan
cbeebf97xpvaibaexe+ixjpjy6uommnkqomp+y3q,1,True,TreHan
c4c9fd3cxpvaibaexe9hszsdesat0u00jnjr1bth,2014,False,TreHan
c8f788f8xpvaibaexe9hszsdesat0pt8qe3tkx/w,1,False,TreHan
1c304906xpvaibaexe9hszsdesat0mswgfxy9ped,1,True,TreHan
34d2366bxpvaibaexe9hszsdesat0raofevapl9y,2014,False,TreHan
554bead4xpvaibaexe9hszsdesat0nksx8+l/esa,1,True,TreHan
872c2cccxpvaibaexe9hszsdesat0sybebbztxfv,2014,True,DungHan
38a7026dxpvaibaexe9hszsdesat0oxt8vtyvgic,2014,True,DungHan
5f1876d2xpvaibaexe9hszsdesat0rya1nk7p+dj,2014,True,DungHan
1650b769xpvaibaexe8ptkrjyotmh+nh3jp6kqsx,2014,False,TreHan
f84a41f0xpvaibaexe8ptkrjyotmh3egolwb84an,1,True,TreHan
9bdc190bxpvaibaexe8ptkrjyotmh1/dxcsbbqtm,1,True,TreHan
4a581273xpvaibaexe8ptkrjyotmhyyixi6gbtjc,2014,False,TreHan
20eb4f78xpvaibaexe8ptkrjyotmh5bdhlwmnchg,1,False,TreHan
4785283expvaibaexe8ptkrjyotmh0axirby3kvy,2014,True,DungHan
0c1f8d02xpvaibaexe8ptkrjyotmh4dh0a/l9r2z,2014,True,DungHan
61f9bd19xpvaibaexe8ptkrjyotmh4ktprpzmqsf,2014,False,TreHan
9ab5288cxpvaibaexe8ptkrjyotmhyoe/orgle3h,1,False,TreHan
3cb648a6xpvaibaexe/jkysbfnj8ig3awxpy6hv1,2014,True,DungHan
ba12c8caxpvaibaexe/jkysbfnj8ilo2vbmqbxtt,1,True,TreHan
14d74888xpvaibaexe/jkysbfnj8iuazfppwusjv,1,True,TreHan
ab9bd45cxpvaibaexe/jkysbfnj8ihgx+hv+wpqn,1,True,TreHan
3c63abfexpvaibaexe/jkysbfnj8ih+hoewf0ru7,2014,True,DungHan
9cbbcb42xpvaibaexe/jkysbfnj8igz0pngnmny4,2014,False,TreHan
62f3c56expvaibaexe/jkysbfnj8il4sue5mdkrl,1,False,TreHan
72a29258xpvaibaexe/jkysbfnj8ig3poae8c450,2014,True,DungHan
daa05b2cxpvaibaexe/jkysbfnj8igkxhvbufbd3,2014,True,DungHan
79deb945xpvaibaexe/jkysbfnj8ik5ualh/3esk,2014,True,DungHan
42d0a860xpvaibaexe9etemevgjcuacqywr2vutm,1,True,TreHan
5f6e9ab4xpvaibaexe9etemevgjcuqhvnxmsmzhx,2014,True,DungHan
427ea068xpvaibaexe9etemevgjcuznphd5i9gtp,1,False,TreHan
e6f22e54xpvaibaexe9etemevgjcuxofufrc2p3j,1,False,TreHan
aab36911xpvaibaexe9etemevgjcurse4qiyowqq,2014,True,DungHan
395d74d2xpvaibaexe9etemevgjcue5i5ylqtngv,1,True,TreHan
1da07dd6xpvaibaexe9etemevgjcuartleuc3ggb,1,False,TreHan
ebf3351expvaibaexe/m6k07u0dn9xcpeq2okuvx,1,True,TreHan
64db0bfbxpvaibaexe/m6k07u0dn9wooyqyn5nim,1,False,TreHan
1f7afd75xpvaibaexe/m6k07u0dn90tlf1pbsg6z,1,False,TreHan
9329d5c8xpvaibaexe/m6k07u0dn9/j53stfnxye,1,True,TreHan
7acf155cxpvaibaexe/m6k07u0dn96oeuhtray32,1,False,TreHan
e7867934xpvaibaexe/m6k07u0dn9wwx+fjcxygr,2014,False,TreHan
17765bd7xpvaibaexe/m6k07u0dn960+sovxlqac,2014,False,TreHan
ddf19f0expvaibaexe/m6k07u0dn96+tfoak2y3s,1,False,TreHan
af155a6fxpvaibaexe/m6k07u0dn93at9kzvjsjs,1,False,TreHan
8080e79dxpvaibaexe/m6k07u0dn93gyyobnkwwo,1,True,TreHan
6318371cxpvaibaexe+kakwpbw23vpfni+ivgdqi,2014,True,DungHan
2c6871f9xpvaibaexe+kakwpbw23vjkh5mu0ebus,2014,True,DungHan
dac094b3xpvaibaexe+kakwpbw23vuco3xk7fds1,1,True,TreHan
994b9fe1xpvaibaexe+kakwpbw23vvc+7fuq/q9o,1,True,TreHan
87f065a6xpvaibaexe+kakwpbw23vo+hcx0jbrd/,1,True,TreHan
555718baxpvaibaexe+kakwpbw23vvnubizlekww,1,False,TreHan
9250f23fxpvaibaexe+kakwpbw23vqho2kzh/jn7,1,False,TreHan
d4eeb9a9xpvaibaexe+kakwpbw23vn5jruooxsve,1,True,TreHan
d5e4f1bexpvaibaexe+kakwpbw23vpagyhmum1zt,2014,True,DungHan
8d2a88e7xpvaibaexe9phs03bfe3hacrtkiedrt0,2014,False,TreHan
cd3c6960xpvaibaexe9phs03bfe3hj+te3hh6t7r,1,True,TreHan
ce8991a5xpvaibaexe9phs03bfe3hcxaqgylfpgg,2014,False,TreHan
4b3f84a7xpvaibaexe9phs03bfe3hlvudgswzczi,1,False,TreHan
db0ac055xpvaibaexe9phs03bfe3hmq34czhv618,1,True,TreHan
15a7d2aexpvaibaexe9phs03bfe3hgub0tshbdnp,2014,False,TreHan
1d7f955bxpvaibaexe9phs03bfe3hc3h70o4nknm,2014,False,TreHan
c60c029expvaibaexe9phs03bfe3hb0u1cbijmxk,2014,True,DungHan
13bc378cxpvaibaexe9phs03bfe3hop+r3ezywqv,1,True,TreHan
db450774xpvaibaexe9phs03bfe3hd0qa+nodggz,1,False,TreHan
974a34bbxpvaibaexe/69hwwh+jd2qcdbwzwcu7w,2014,False,TreHan
aaaf4e6fxpvaibaexe/69hwwh+jd2fl5qftmwtjx,2014,True,DungHan
7732a425xpvaibaexe/69hwwh+jd2xobiyiyknk8,1,False,TreHan
48e38805xpvaibaexe/69hwwh+jd2bin651xaydp,2014,True,DungHan
a94ef1edxpvaibaexe/69hwwh+jd2djexuqujfhh,2014,True,DungHan
15a03c0dxpvaibaexe/69hwwh+jd2uvz3ufk0hxi,1,True,TreHan
221bc6fexpvaibaexe/69hwwh+jd2bqvbrem5lbx,2014,False,TreHan
bd9df10dxpvaibaexe/69hwwh+jd2r3c/1vg+fzd,1,True,TreHan
f16c2981xpvaibaexe/69hwwh+jd2ryq9sz2v0vv,1,False,TreHan
6bb67e26xpvaibaexe/1obfbwrsd5+kaz8cyu5cs,1,False,TreHan
b6537a39xpvaibaexe/1obfbwrsd567t34d/pgjd,2014,False,TreHan
28a90bb1xpvaibaexe/1obfbwrsd54ynwsleawum,1,True,TreHan
bf8f2c3dxpvaibaexe/1obfbwrsd5+blqsmlbt4b,1,False,TreHan
d7ca94cbxpvaibaexe/1obfbwrsd5+nef5nc1qiz,2014,True,DungHan
4f821a3expvaibaexe/1obfbwrsd5xcl6i4aepge,1,False,TreHan
a24b2c27xpvaibaexe/1obfbwrsd56035i2mhdxt,2014,True,DungHan
ddbaaf32xpvaibaexe/1obfbwrsd5+elbg3jmr7a,2014,False,TreHan
f2eaa359xpvaibaexe9o/luqxb5f/wv4mvqvjsu3,1,False,TreHan
b749e20expvaibaexe9o/luqxb5f/wrzwe7utrnv,2014,False,TreHan
0f633f90xpvaibaexe9o/luqxb5f/3wdmeffvbke,2014,False,TreHan
6b1a526fxpvaibaexe9o/luqxb5f/xt498ahtmpj,1,True,TreHan
9be47b34xpvaibaexe9o/luqxb5f/6afro+crdqd,1,True,TreHan
f13c83a4xpvaibaexe9o/luqxb5f/z3txlobu3az,1,False,TreHan
8b75e939xpvaibaexe9o/luqxb5f/9ezn7db7cwn,2014,True,DungHan
3ea765dcxpvaibaexe9o/luqxb5f/7q7qntq6mps,2014,True,DungHan
c12cdc71xpvaibaexe9o/luqxb5f/06icznrq42t,2014,True,DungHan
fb8d2a9axpvaibaexe/nrwqjpac0meea8v/sjzdh,2014,True,DungHan
789be82dxpvaibaexe/nrwqjpac0mh7z5b/f4f4y,2014,False,TreHan
3d2643b9xpvaibaexe/nrwqjpac0mgsmxvlpe/gy,1,True,TreHan
e19eb4c6xpvaibaexe/nrwqjpac0mpjvb4sjxqse,1,True,TreHan
4f3874adxpvaibaexe/nrwqjpac0mcqkm4dw4p8s,2014,False,TreHan
ecbeeed6xpvaibaexe/nrwqjpac0mbigkqqu8fwa,1,False,TreHan
25b1bfd3xpvaibaexe/nrwqjpac0mjtmpsjvarbi,1,False,TreHan
4fb2de86xpvaibaexe/nrwqjpac0mhhi68iwsenu,2014,False,TreHan
0c77106bxpvaibaexe/nrwqjpac0merrzzqbtnng,1,True,TreHan
3ab392afxpvaibaexe/nrwqjpac0mkjf0qsisljm,1,False,TreHan
06a0eb54xpvaibaexe/ko3vbeq65/7o9+p9o0/jj,2014,True,DungHan
6d968f69xpvaibaexe/ko3vbeq65/zndfeyy3pth,2014,True,DungHan
74d36a66xpvaibaexe/ko3vbeq65/+nkazv8lvjz,1,True,TreHan
8235829fxpvaibaexe/ko3vbeq65/3ia9x6da3bk,2014,False,TreHan
2cfcdf1expvaibaexe/ko3vbeq65//lxr4ghnieg,1,True,TreHan
46b31fbdxpvaibaexe/ko3vbeq65/1wxcrapqnk4,1,False,TreHan
f14676f2xpvaibaexe/ko3vbeq65/zguzty2vao5,1,False,TreHan
e97308bexpvaibaexe/ko3vbeq65/0vb+cx8dij2,2014,True,DungHan
0a45a87bxpvaibaexe8zbelfimmobd2l8cfv9vl9,1,False,TreHan
c3e0bacexpvaibaexe8zbelfimmobc4sduudh1j3,2014,False,TreHan
34127aa0xpvaibaexe8zbelfimmobglopnmiepac,1,False,TreHan
8da684d2xpvaibaexe8zbelfimmobkdzoqpmioer,2014,True,DungHan
86118223xpvaibaexe8zbelfimmobg0jcfefzpsm,1,False,TreHan
8c53d0bdxpvaibaexe8zbelfimmobpngrtuu76be,2014,True,DungHan
c17539fcxpvaibaexe8zbelfimmobks0ttkqyagb,1,False,TreHan
f80e317bxpvaibaexe8zbelfimmobk+lgs9nqvrx,1,True,TreHan
c9fc6c3fxpvaibaexe8zbelfimmobnu79kgcyn5s,2014,True,DungHan
49952b5cxpvaibaexe9ajzoptpw4teslxok2fsy1,1,False,TreHan
bb5855e7xpvaibaexe9ajzoptpw4tt2luq2wsryl,1,False,TreHan
3f7c96eexpvaibaexe9ajzoptpw4txc9zkloselj,1,False,TreHan
481de724xpvaibaexe9ajzoptpw4tyl+xpb0n+kw,1,True,TreHan
a475a43cxpvaibaexe9ajzoptpw4tdauvze0de+y,1,False,TreHan
22b7891bxpvaibaexe9ajzoptpw4ty9ohdhwo7pg,1,True,TreHan
38319ae7xpvaibaexe9ajzoptpw4tzcdfsybmffo,1,False,TreHan
7715ed85xpvaibaexe9ajzoptpw4twj/hc0h/zbm,1,False,TreHan
6b233653xpvaibaexe9ajzoptpw4td2khaglkuwi,1,False,TreHan
1fc84966xpvaibaexe917pyvj9jl7vdzwqfe1zl4,1,True,TreHan
e22a2826xpvaibaexe917pyvj9jl7e9cwunhz/h/,2014,False,TreHan
13f96cb9xpvaibaexe917pyvj9jl7xqzuijm8/gf,1,False,TreHan
459d95b4xpvaibaexe917pyvj9jl7wd9anpknbsp,2014,False,TreHan
817f3800xpvaibaexe917pyvj9jl7eb63uamnlrc,2014,True,DungHan
08fd27adxpvaibaexe917pyvj9jl7qavzu4pwzly,1,True,TreHan
740b481fxpvaibaexe917pyvj9jl7a6h35+/2mqt,2014,False,TreHan
2ca5878cxpvaibaexe917pyvj9jl7qom5ovgl12w,2014,True,DungHan
0baf44e0xpvaibaexe917pyvj9jl7vhx1jrhqjf3,1,False,TreHan
e4b876cdxpvaibaexe917pyvj9jl7s6k6qlrrds9,1,False,TreHan
dc49f60cxpvaibaexe/etkxgdmkq8ay2l2obtmie,2014,True,DungHan
d40cde12xpvaibaexe/etkxgdmkq8czhxbd4ceqt,1,False,TreHan
9eca4294xpvaibaexe/etkxgdmkq8qjcxs09berk,1,False,TreHan
517f0e78xpvaibaexe/etkxgdmkq8ud1pp6mi8bh,1,False,TreHan
16a42535xpvaibaexe/etkxgdmkq8wmbl+m0he54,2014,False,TreHan
869abe5axpvaibaexe/etkxgdmkq8fkk4ufgbott,2014,True,DungHan
bc13918expvaibaexe/etkxgdmkq8ansrxeaxlxi,1,True,TreHan
f0da4e5bxpvaibaexe88uewilvalgceo6q/ie/fa,1,False,TreHan
ef415786xpvaibaexe88uewilvalgbpg08p+yngs,1,False,TreHan
efccf3d6xpvaibaexe88uewilvalgdpiguml8enb,2014,True,DungHan
a555843fxpvaibaexe88uewilvalgcdn3pfv7eck,1,False,TreHan
6f2995f1xpvaibaexe88uewilvalgl4zqtgm5ap0,1,False,TreHan
d6a91bb3xpvaibaexe88uewilvalgnb25t04t45/,1,False,TreHan
d6d157e8xpvaibaexe88uewilvalgl0yb29hy2of,2014,True,DungHan
5fa96f86xpvaibaexe88uewilvalgeepa292vkuk,1,True,TreHan
be65f19dxpvaibaexe88uewilvalgjhlqjrvo2in,2014,False,TreHan
f5109bcexpvaibaexe88uewilvalghnntg1fqze2,1,True,TreHan
2842b3d8xpvaibaexe8vdv75e6kcrtw4e4bntvyi,1,True,TreHan
9ff20f4dxpvaibaexe8vdv75e6kcriaxt0/pdkqi,1,False,TreHan
a8bd5949xpvaibaexe8vdv75e6kcrsuwf8am2fry,2014,True,DungHan
f241ee3fxpvaibaexe8vdv75e6kcriil11bujaqx,1,True,TreHan
ac3991d9xpvaibaexe8vdv75e6kcrit6coxktyd5,1,True,TreHan
92fabdadxpvaibaexe8vdv75e6kcrlmktrsyo7nh,1,True,TreHan
47d6dc8bxpvaibaexe8vdv75e6kcrmlvenowepkk,2014,False,TreHan
9aaaa89fxpvaibaexe8vdv75e6kcrphzpueojmwd,1,False,TreHan
005116e7xpvaibaexe8vdv75e6kcrk07zn1wf/t8,2014,False,TreHan
a88c0892xpvaibaexe/iduy0411cjrm63v1fukct,2014,False,TreHan
f7b0248axpvaibaexe/iduy0411cjkgqxdu5r6sv,1,True,TreHan
1151008expvaibaexe/iduy0411cjrt6oqbjaqek,1,False,TreHan
1ef09e2bxpvaibaexe/iduy0411cjtptxjrsvqrx,2014,False,TreHan
275a4e2axpvaibaexe/iduy0411cjlnz8hbavnwp,1,True,TreHan
5809edabxpvaibaexe/iduy0411cjltrp5+oneq9,1,True,TreHan
81258fa6xpvaibaexe/iduy0411cjn9swgdpebns,1,True,TreHan
26b1ef2fxpvaibaexe/iduy0411cjqyyxhscohkr,1,False,TreHan
b4d84f02xpvaibaexe/iduy0411cjux2gcm/by8u,2014,False,TreHan
b93a72b5xpvaibaexe/iduy0411cjihplsulhp+c,1,True,TreHan
70487dcaxpvaibaexe9sdqr+nysahn8fxcoifvas,1,False,TreHan
79d32d22xpvaibaexe9sdqr+nysahv+ctgpgtn9z,2014,True,DungHan
820fed0dxpvaibaexe9sdqr+nysahoosastiqd+6,2014,True,DungHan
80201df4xpvaibaexe9sdqr+nysahuopbblg2m03,1,False,TreHan
df9ed468xpvaibaexe9sdqr+nysahhsh4gh8dmhi,1,True,TreHan
755602edxpvaibaexe9sdqr+nysahsvrmv4s9crb,1,False,TreHan
b58fee6bxpvaibaexe9sdqr+nysahitj/3tzquzq,2014,False,TreHan
520d2504xpvaibaexe9sdqr+nysahq+667p7cayq,2014,False,TreHan
abf559a8xpvaibaexe9sdqr+nysahojydalw9646,2014,True,DungHan
dbb3fd1fxpvaibaexe9sdqr+nysahnqu8wnbfhur,1,True,TreHan
8906c137xpvaibaexe/y2t7dvg8tdd6zbeerrxnb,2014,True,DungHan
3b1b73aexpvaibaexe/y2t7dvg8tdass+/gf6+zl,2014,True,DungHan
035aef81xpvaibaexe/y2t7dvg8tdxvgqmvbke12,1,True,TreHan
7a5f2891xpvaibaexe/y2t7dvg8tdsoxpx5o1/8k,2014,True,DungHan
99a2bc56xpvaibaexe/y2t7dvg8tdx7b5bnifalv,2014,True,DungHan
c0c9c20expvaibaexe/y2t7dvg8tdrg2y/nf6frs,1,False,TreHan
2a0614d5xpvaibaexe/y2t7dvg8tduyxt5jeygwe,2014,False,TreHan
905af1f4xpvaibaexe/y2t7dvg8tdftjbpxrarhs,1,True,TreHan
ba7995f1xpvaibaexe/y2t7dvg8tdwwbl0znernf,2014,True,DungHan
a64e415axpvaibaexe+xre5267juopbmjrzu32cx,2014,True,DungHan
8694c38axpvaibaexe+xre5267juomofokb0cvtr,1,True,TreHan
c89c7ff0xpvaibaexe+xre5267juonbnruw0olcq,2014,True,DungHan
5e739eebxpvaibaexe+xre5267juog3b4bmkhlyq,1,True,TreHan
5eb6e15cxpvaibaexe+xre5267juofgncx1so+h1,2014,True,DungHan
ec9847a0xpvaibaexe+xre5267juofjppkeppdcj,2014,True,DungHan
c4cdf081xpvaibaexe+xre5267juochl3sr3ejex,2014,True,DungHan
81233b90xpvaibaexe+xre5267juolfdgzwsdahr,2014,True,DungHan
db725175xpvaibaexe+xre5267juocvcrz9g/55w,1,True,TreHan
06d3d633xpvaibaexe+ai34rvug7ebcamyegexqe,1,True,TreHan
66301283xpvaibaexe+ai34rvug7eioica1peiai,1,False,TreHan
c623f786xpvaibaexe+ai34rvug7ejm/sctb5dlj,1,True,TreHan
ca4ba72cxpvaibaexe+ai34rvug7ekktfxrci2qf,2014,True,DungHan
af0718fbxpvaibaexe+ai34rvug7eajpabyvwhno,1,True,TreHan
b25a330expvaibaexe+ai34rvug7egoe3hkwtuep,1,True,TreHan
ebe82ab1xpvaibaexe8oockqmsrcbtbjgnb1syrx,2014,False,TreHan
c29ba38cxpvaibaexe8oockqmsrcbvkxwsikma6/,1,False,TreHan
5f51d74dxpvaibaexe8oockqmsrcbbs7dueiiirc,1,True,TreHan
305afbe1xpvaibaexe8oockqmsrcbr6omj5a75al,2014,True,DungHan
546d6a53xpvaibaexe8oockqmsrcbrpkocfuffps,2014,False,TreHan
56e899f0xpvaibaexe8oockqmsrcbuamczjlj7w6,1,True,TreHan
f240cbebxpvaibaexe8oockqmsrcbvdupmsq9ifx,2014,False,TreHan
48a22f9bxpvaibaexe8oockqmsrcbcsot0bvggjk,2014,False,TreHan
6b917b37xpvaibaexe/kmtcr6bhaurgmaihnpyoq,1,True,TreHan
8a09d1dfxpvaibaexe/kmtcr6bhausp9eatq9iqh,2014,False,TreHan
d581aaa6xpvaibaexe/kmtcr6bhauktc5myhxowk,2014,True,DungHan
f6cedda6xpvaibaexe/kmtcr6bhausbmtam92agc,1,True,TreHan
823b6101xpvaibaexe/kmtcr6bhaughjjfrxnfp3,1,True,TreHan
81be22aaxpvaibaexe/kmtcr6bhauvka00e+i+gn,2014,True,DungHan
b7fe1c7expvaibaexe/kmtcr6bhauh1ucbzwvkue,1,True,TreHan
fcce6a80xpvaibaexe/kmtcr6bhaujqh3xxinnev,2014,False,TreHan
fe134612xpvaibaexe+pmhpn+9cwc7zr4fbmyjrh,2014,True,DungHan
c54d98dexpvaibaexe+pmhpn+9cwc/uhhypbpgfp,2014,False,TreHan
9c49b6dcxpvaibaexe+pmhpn+9cwc9y/2v+vqo9e,2014,True,DungHan
8a450eacxpvaibaexe+pmhpn+9cwcwa4gt6uc7fx,2014,True,DungHan
