mssv,tinhtrang,hocky,namhoc
8dd2e6eexpvaibaexe+72vl6t/d8ganddocq3/hg,2.0,2.0,2019.0
265d05f3xpvaibaexe8qgrlcblbl2m+opn9cljqo,2.0,2.0,2019.0
b5bef93fxpvaibaexe9exxmvkemojqj2b0xplyqv,2.0,2.0,2019.0
92272147xpvaibaexe+9uxuadizyiegtd12yvczw,2.0,2.0,2019.0
49caea2expvaibaexe9fy2hcq9oia2twwinpegrd,2.0,2.0,2019.0
e3f10a8expvaibaexe9y6xkwco8jye7qm3gd9dou,2.0,2.0,2019.0
3a22442cxpvaibaexe9gjazs/pdnmzfjnewiqetm,2.0,2.0,2019.0
cbc03cbbxpvaibaexe8t4cdfhkw3synncg5ktgr2,2.0,2.0,2019.0
0f175ae8xpvaibaexe+9v37kcinsicx1yhix0ss7,2.0,2.0,2019.0
293ad60dxpvaibaexe+tuhadewrox+cnjmdynzhl,2.0,2.0,2019.0
a5bdd88cxpvaibaexe8ixn+mv9wqkkkowxncmmdn,2.0,2.0,2019.0
ec7abe87xpvaibaexe9pxjcjrat8xvnwv3kiu5pl,2.0,2.0,2019.0
5620cb58xpvaibaexe8gdasstpmlxj1joeliu63e,2.0,2.0,2019.0
47d5bafexpvaibaexe8dld2hmzmh+qr0jkqnbecf,2.0,2.0,2019.0
94be2cbfxpvaibaexe+3bwvxnzrrwadobx0jk62+,2.0,2.0,2019.0
23205dfaxpvaibaexe90e3nxw1nyaqj090ndri+u,2.0,2.0,2019.0
e890e973xpvaibaexe9syd7vfew2quamdsidjgcm,2.0,2.0,2019.0
dc313fc1xpvaibaexe/zt99h3ddtvyoxvmuymjkm,2.0,2.0,2019.0
08cbd18expvaibaexe+rucnimwnda5sdarwnhsex,2.0,2.0,2019.0
77e79cedxpvaibaexe+v5svysgrzwoj2ikmecuz/,2.0,2.0,2019.0
c974a3f5xpvaibaexe+4otpvnl5gpw992xn6q9y4,2.0,2.0,2019.0
b5a93f62xpvaibaexe+sqsfsqovn9xhprfkkgmki,2.0,2.0,2019.0
476f6055xpvaibaexe+em+qhkpgqweul4byqopeh,2.0,2.0,2019.0
7fbd0513xpvaibaexe+ltcxpm838vaxt1zhb2ina,5.0,1.0,2020.0
ddf19f0expvaibaexe/m6k07u0dn96+tfoak2y3s,5.0,1.0,2020.0
db450774xpvaibaexe9phs03bfe3hd0qa+nodggz,5.0,1.0,2020.0
f53ba52cxpvaibaexe9tsnflfdewaueqwjeqwssh,5.0,1.0,2020.0
b1e1e60cxpvaibaexe8lx4hhykrfzmdukw2kr76x,5.0,1.0,2020.0
479ebe2expvaibaexe+rtfcnyqdp1gfgforc/nf7,5.0,1.0,2020.0
59d90864xpvaibaexe84or/xkbcpmdyo8m9h+tew,5.0,1.0,2020.0
70487dcaxpvaibaexe9sdqr+nysahn8fxcoifvas,5.0,1.0,2020.0
c9370ac9xpvaibaexe/eckq6i30zsv1ttdla2dnf,5.0,1.0,2020.0
c4a1c2f2xpvaibaexe+65is9po18g6a7s3twvdlj,5.0,1.0,2020.0
678d7ddfxpvaibaexe+tkly40atmdri+ljmsm4la,5.0,1.0,2020.0
e90e1277xpvaibaexe/wm5trbbcdmyjuhhjrnfgl,5.0,1.0,2020.0
737325adxpvaibaexe/f8uibt+n0t7zt5670dhft,5.0,1.0,2020.0
bf4c679axpvaibaexe80b1fr0fh/jv61hy6qy552,5.0,1.0,2020.0
31eeffadxpvaibaexe8bxozlghryn/g8b2/ctmx8,5.0,1.0,2020.0
437ebcdfxpvaibaexe8ammr3xq9fjxz08fee/gkw,5.0,1.0,2020.0
e402e8dcxpvaibaexe876wt31ygpp/bdyut7u/p4,2.0,1.0,2020.0
3a2be3ecxpvaibaexe/hadw09fe3wmcrg1ndhivw,5.0,1.0,2020.0
687112ecxpvaibaexe8ciylbp/qla/1i7+xi3cdh,5.0,1.0,2020.0
49a1ba5bxpvaibaexe9q2mcsucinthdlitoq9ezw,5.0,1.0,2020.0
6ff0201bxpvaibaexe8csuzma4ok0qaqulszihqx,5.0,1.0,2020.0
c8c4e0f7xpvaibaexe+0dwp+qxloyhmctx8zb86s,5.0,1.0,2020.0
9c9bb502xpvaibaexe91ucttbryag5hwwfofsc9o,5.0,1.0,2020.0
79df0dd4xpvaibaexe9rxq3eqecngd5g/qr26mng,5.0,1.0,2020.0
826fa2c3xpvaibaexe9ygnnr0jxphz0g/j/fbtq4,5.0,1.0,2020.0
af4db700xpvaibaexe87cfnqlcor2t+jwghdcuqk,5.0,1.0,2020.0
0c462c74xpvaibaexe98rlbmbw9wwdni+g77hgqd,5.0,1.0,2020.0
db5fe1bcxpvaibaexe+pdn88/1dr4pkidtmibtkc,5.0,1.0,2020.0
2a8a1e92xpvaibaexe9x0caug4pzoxy78iq6wez6,5.0,1.0,2020.0
88ef2277xpvaibaexe9hyalhcsdqbsfxq4xg0yan,5.0,1.0,2020.0
b9cf2d72xpvaibaexe9zes3ot4n4spnmtvqs/qce,5.0,1.0,2020.0
84b07d27xpvaibaexe/8x6gsb95yiewmebrsaf9f,5.0,1.0,2020.0
df932fd2xpvaibaexe8bhosdwbr9uumnjlksc+zy,5.0,1.0,2020.0
a02c92d9xpvaibaexe/9n4rxgupayasjiqcbplh1,5.0,1.0,2020.0
dbadf75bxpvaibaexe9veo8epkbtmellydnzt2vc,5.0,1.0,2020.0
7bedc07cxpvaibaexe9kwpgoh3zhl5qod67zcwqd,2.0,1.0,2020.0
d77b1380xpvaibaexe+zrghfausfaqpsaqem2bzz,5.0,1.0,2020.0
41ef8a63xpvaibaexe92cdogj+qa/farc4ew+qld,5.0,1.0,2020.0
00acc499xpvaibaexe8ciylbp/qla4g3ka0i3o/f,5.0,1.0,2020.0
f24ecb8dxpvaibaexe8qh9frndk+msp8dv3pw7sx,5.0,1.0,2020.0
56bd6434xpvaibaexe/a4dmmdlc8uel9for+tsgj,5.0,1.0,2020.0
5c97ee80xpvaibaexe+e2tivvtphofjof9gwxx+j,5.0,1.0,2020.0
eaea332cxpvaibaexe9/su+qlcydmtk7pvalwmdm,5.0,1.0,2020.0
7f9bcb64xpvaibaexe/wso41+3xfkixbymbcppdb,5.0,1.0,2020.0
c746ad35xpvaibaexe/s5mchdnrlm2q3zesvbew7,5.0,1.0,2020.0
e3f3fd6dxpvaibaexe8z1io4it8hjiqsyxtd1viz,5.0,1.0,2020.0
49255d19xpvaibaexe/nv6pz4rt50lkxyyawzy4b,5.0,1.0,2020.0
ee25a9e6xpvaibaexe8a4mdanazfzdh5dqk1a90v,5.0,1.0,2020.0
fcf4928fxpvaibaexe9iotseai5jcnyu3hno2/5g,5.0,1.0,2020.0
2daa5463xpvaibaexe9yxj3+ew7ohfgc2qqzmpf3,5.0,1.0,2020.0
26ba2c03xpvaibaexe+y0lgmata/ao+2ehatjetz,5.0,1.0,2020.0
07b199c7xpvaibaexe8nowy/kl2axhrcyvw9upq0,5.0,1.0,2020.0
3ca2f06bxpvaibaexe9kkddkot5ifu++oq526gxi,5.0,1.0,2020.0
cb548a33xpvaibaexe+t+pdylenbrh/msoum7hbm,5.0,1.0,2020.0
675617c3xpvaibaexe9rbqr8nwnz2ffm+aneidyx,5.0,1.0,2020.0
7ee1cd5fxpvaibaexe/ekiy6f5fd8iavxfaxkrns,5.0,1.0,2020.0
f0dde2e8xpvaibaexe9tvd6vhp62h6wlgdftlvft,5.0,1.0,2020.0
4c91fc64xpvaibaexe92umf5pb/ttn5jq3wriohb,5.0,1.0,2020.0
c6f46501xpvaibaexe+w0wzzskkf2mlf4c3u0lkw,5.0,1.0,2020.0
8d203797xpvaibaexe99j2p15eeb0yisfspp6gj3,5.0,1.0,2020.0
a555843fxpvaibaexe88uewilvalgcdn3pfv7eck,5.0,1.0,2020.0
256caf61xpvaibaexe8e8tjxhgrqkesxlp7p0zfv,5.0,1.0,2020.0
2051316cxpvaibaexe8y6/rmxzrwbspb0vhjadcx,5.0,1.0,2020.0
f6cf10bexpvaibaexe8vh+aqmuj+nesvstzy0/8c,5.0,1.0,2020.0
aa25e369xpvaibaexe/pnxuiwmjhjhfo1g+5tpva,5.0,1.0,2020.0
854baca2xpvaibaexe/mfnbyxh05b03wvm7utjgr,5.0,1.0,2020.0
e5b72901xpvaibaexe/04iiik7okbvx65twubxsq,5.0,1.0,2020.0
8b6b6b01xpvaibaexe9puzayruocky5siobrpyev,5.0,1.0,2020.0
555c9700xpvaibaexe/huuivo8ucry5sjhacmu89,5.0,1.0,2020.0
f731cb9dxpvaibaexe8xu1e8xgql2lgkqutu93os,5.0,1.0,2020.0
4d5fd232xpvaibaexe+xoev1vj5o2weclpqjdh7d,5.0,1.0,2020.0
e64cbee4xpvaibaexe+pfrkeojyoywunpcdatpyn,5.0,1.0,2020.0
26d13f40xpvaibaexe9mpq5whbyspjjnjvfeomj6,5.0,1.0,2020.0
35e443d8xpvaibaexe8jokysh0sa3s5u2/czwiij,5.0,1.0,2020.0
81b56530xpvaibaexe9syd7vfew2qe4ldpkmcxew,5.0,1.0,2020.0
cdc5f17axpvaibaexe9dy3g0pb8xomz8n4vq+rnz,5.0,1.0,2020.0
c0834f79xpvaibaexe/evmuern6w1hgydtwudcyq,5.0,1.0,2020.0
83c48dc7xpvaibaexe8ixn+mv9wqkkaswm7lxemz,5.0,1.0,2020.0
70e6860fxpvaibaexe8ak9bjf0pqfpqpg9mpvs2v,5.0,1.0,2020.0
cbc03cbbxpvaibaexe8t4cdfhkw3synncg5ktgr2,5.0,1.0,2020.0
abe403f3xpvaibaexe8zi/zlizsiuccf7eh0896p,5.0,1.0,2020.0
73ab42fbxpvaibaexe+laxehdaaonn8khcuz6vwe,5.0,1.0,2020.0
a5bdd88cxpvaibaexe8ixn+mv9wqkkkowxncmmdn,5.0,1.0,2020.0
bafefadexpvaibaexe8pc6kxkolnawucsnjkift+,5.0,1.0,2020.0
19220744xpvaibaexe9cuss4f6r57fg/s/hcyntc,5.0,1.0,2020.0
7a8986f1xpvaibaexe8+y7c9z9giq9ytsf4hygk4,5.0,1.0,2020.0
d9b39ba6xpvaibaexe+ywvhytnixuol9p7zuqenl,5.0,1.0,2020.0
f7cd8361xpvaibaexe/n50hrf+du8syr3ojds5xy,5.0,1.0,2020.0
1cb6be2bxpvaibaexe+duf+563kbvvnx1z39psj8,5.0,1.0,2020.0
47d5bafexpvaibaexe8dld2hmzmh+qr0jkqnbecf,5.0,1.0,2020.0
dc313fc1xpvaibaexe/zt99h3ddtvyoxvmuymjkm,5.0,1.0,2020.0
4ef61d4expvaibaexe9a8avg2xms/zkwcfbkntpz,5.0,1.0,2020.0
77e79cedxpvaibaexe+v5svysgrzwoj2ikmecuz/,5.0,1.0,2020.0
42f00dcfxpvaibaexe+px9rzhc1jhpko3b8v15wu,5.0,1.0,2020.0
a78db0a7xpvaibaexe8pr9lkerucfccibsj6b04w,5.0,1.0,2020.0
31f0b8c9xpvaibaexe91kmicrkek2m3zgfkalqog,5.0,1.0,2020.0
e2a54b84xpvaibaexe8zcbsjnuktifdmfkbzomfm,5.0,1.0,2020.0
91bf9650xpvaibaexe+69u8i0r94eua0ex/wkmb+,5.0,1.0,2020.0
4a223d49xpvaibaexe+xxrcaczp96myvp3mkyfxv,2.0,1.0,2020.0
587117ecxpvaibaexe+tiogoaqy/3xs11ox39j0m,2.0,1.0,2020.0
66a9b4fbxpvaibaexe+bugeegvnb4p/pvf37xsao,2.0,1.0,2020.0
9e302d16xpvaibaexe8ammr3xq9fj67yqt1ub3mo,2.0,1.0,2020.0
9afd5c84xpvaibaexe//z7+cgdqlohd+wjys0uvi,2.0,1.0,2020.0
28ba21d6xpvaibaexe90zzx2oanjjs5fxu3lhzpx,2.0,1.0,2020.0
1eda2da4xpvaibaexe8lzysxhhit0rqgwgqh/ebg,2.0,1.0,2020.0
232946cfxpvaibaexe/jhqmylzzrr02+yvz+pt+i,2.0,1.0,2020.0
9fa1af84xpvaibaexe9jj0deqozv6ehh9z2rxnaz,2.0,1.0,2020.0
36efd430xpvaibaexe9zgba8fckekjzz/wjqknhb,2.0,1.0,2020.0
dc88f693xpvaibaexe/z2d1qs9uwocng/k5fncyf,2.0,1.0,2020.0
820d4115xpvaibaexe9ylqoutvcefwp2regtclqb,2.0,1.0,2020.0
320b951dxpvaibaexe8b36blncvklrdcn/awszak,2.0,1.0,2020.0
8a3c61c3xpvaibaexe8kgcwifcco6ccapr2fu+qe,2.0,1.0,2020.0
2fc1d165xpvaibaexe/8rx8czm8qsd1bkdkq2gnl,2.0,1.0,2020.0
a1f1a0ebxpvaibaexe9vh8fj4r+4oqmcc3puvfwh,2.0,1.0,2020.0
74faa182xpvaibaexe/esoa28kztdiyieykrfinm,2.0,1.0,2020.0
d5ccc0f0xpvaibaexe9xlm9bjmqfkxyig4dipnyr,2.0,1.0,2020.0
262628ccxpvaibaexe97q47cdxnnzii4aovaslhr,2.0,1.0,2020.0
1c441061xpvaibaexe/3z2k7mha0jwvz1odngpiy,2.0,1.0,2020.0
61f8125dxpvaibaexe9rbno8knvpd1acye6iubmm,2.0,1.0,2020.0
fa7cb31dxpvaibaexe/q6c3bndaqugiz+ogrkshk,2.0,1.0,2020.0
180e4e80xpvaibaexe9mjvtuymji9gjtzpwv947h,2.0,1.0,2020.0
d213ed0dxpvaibaexe9estqu9oocieh3izps1iir,2.0,1.0,2020.0
79a8c079xpvaibaexe/lyy7+7e9oi82rs57hxgu5,2.0,1.0,2020.0
48f5b603xpvaibaexe+pzu+khqbqysrqvpc+iusi,2.0,1.0,2020.0
c39ec9e7xpvaibaexe/d4nfnihfaqm1kx1sm6b+1,2.0,1.0,2020.0
c34cb14fxpvaibaexe+dvxfbwvwklyf2u7qop3ee,2.0,1.0,2020.0
7a0295bexpvaibaexe9gqqks1wvjiy8eyvx1k5/i,2.0,1.0,2020.0
9d86b13dxpvaibaexe8lzysxhhit0wpim25ozma/,2.0,1.0,2020.0
3547a27cxpvaibaexe/jrr+qhrxmm5lpiyi46mn9,2.0,1.0,2020.0
f96f26bdxpvaibaexe/7jtqomcuj+4efmj09t6qd,2.0,1.0,2020.0
445b1666xpvaibaexe/erksrs1wgele60/qesenh,2.0,1.0,2020.0
8b9dd5f1xpvaibaexe/7vxm0xgxldiyndzaf66fa,2.0,1.0,2020.0
da80b340xpvaibaexe8at9ggxzjnlygn7fyoaogc,2.0,1.0,2020.0
01c3e360xpvaibaexe8alappdcf+aqpfv91kc+cb,2.0,1.0,2020.0
1e7cad17xpvaibaexe+uwtcfqv0fxthjrk/b02hm,2.0,1.0,2020.0
be1a9abexpvaibaexe92umf5pb/ttjv+q4aigmmx,2.0,1.0,2020.0
05fb97edxpvaibaexe+1n9lzrmgtlwuxodocigw6,2.0,1.0,2020.0
22202b9fxpvaibaexe9rxq3eqecngygcmkgofwov,2.0,1.0,2020.0
742b1e08xpvaibaexe8qxkhwixudakb8z+/8qlwv,2.0,1.0,2020.0
327b0751xpvaibaexe/9lbbkdbccwfbbfxlcb9mq,2.0,1.0,2020.0
86d95ef1xpvaibaexe+wnahzenc8ynp88+vlxs5+,2.0,1.0,2020.0
d95dccc6xpvaibaexe+ggliw+afajpvsafjrjr1s,2.0,1.0,2020.0
ad2d3287xpvaibaexe/x5qova9defus0iy8er9pu,2.0,1.0,2020.0
2d73d29dxpvaibaexe8f56j3w7c5xpu9ayea6tcb,2.0,1.0,2020.0
4813a23dxpvaibaexe/waquvama8tuwb0ajb6f8a,2.0,1.0,2020.0
e9663523xpvaibaexe9nzbs7fjgawcnvpcsaomdb,2.0,1.0,2020.0
5b7e86ecxpvaibaexe+fpsoag5letemrjmhmhvhy,2.0,1.0,2020.0
97db8803xpvaibaexe9d+re/yvwokgk9zilro4my,2.0,1.0,2020.0
013dfc27xpvaibaexe9kwpgoh3zhlxpsij5qta8b,2.0,1.0,2020.0
24500250xpvaibaexe+dvxfbwvwklzwon4lv4g5x,2.0,1.0,2020.0
04ca893bxpvaibaexe/soubysq9uj8riokr0jef/,2.0,1.0,2020.0
f473c1abxpvaibaexe/jd8ghaf1gtndb+cfjd9jk,2.0,1.0,2020.0
0e3cc85bxpvaibaexe/7yvaxosmwoq19c4izbcnv,2.0,1.0,2020.0
d0067b90xpvaibaexe9f+ou8wunbqc85gv/05gsu,2.0,1.0,2020.0
4125a39cxpvaibaexe9fhrfjqvhqktjetz+oayjm,2.0,1.0,2020.0
08782ebcxpvaibaexe9zvzkastz09mv9x0bcbu8i,2.0,1.0,2020.0
81a16e02xpvaibaexe98rlbmbw9wwzyzqql2y9vw,2.0,1.0,2020.0
e42e9b51xpvaibaexe97ykczitj7gnlerdmuhlec,2.0,1.0,2020.0
c417282bxpvaibaexe+srle9jud3pj8l3ybcuv+j,2.0,1.0,2020.0
72c18f32xpvaibaexe9pz/hgbfl5ilg7sowqgrft,2.0,1.0,2020.0
c545722axpvaibaexe9e+yojsz6hocejug3fpsq5,2.0,1.0,2020.0
d1cf0680xpvaibaexe8y6/rmxzrwbrnetsk1fgwn,2.0,1.0,2020.0
7afd7535xpvaibaexe8y6/rmxzrwbxih5hexe283,2.0,1.0,2020.0
da872026xpvaibaexe/wvgrdnvcyf2ua0nmul7oq,2.0,1.0,2020.0
2b825cebxpvaibaexe+bugeegvnb4j2rewp3zjfy,2.0,1.0,2020.0
d8c5e6aexpvaibaexe+xqbehilbircv+3+egre9e,2.0,1.0,2020.0
465c97dcxpvaibaexe9ggqkcdmdyehnnagk2snux,2.0,1.0,2020.0
17ffc7ccxpvaibaexe+wcrilhv+1xwb91jd9tqf4,2.0,1.0,2020.0
0dd35b47xpvaibaexe80b1fr0fh/jjiagw7ybf/0,2.0,1.0,2020.0
5bb2616axpvaibaexe+djyplaxkux+vztes+v3ma,2.0,1.0,2020.0
d2eb1eb6xpvaibaexe9hp2teoswcgebpfl629qym,2.0,1.0,2020.0
2da6fc78xpvaibaexe8l2spbjihvxx4b38rruk85,2.0,1.0,2020.0
004e12b9xpvaibaexe81r7krch0uc0uxbtobw4bg,2.0,1.0,2020.0
a6169055xpvaibaexe81r7krch0uc4qkxdeowyb4,2.0,1.0,2020.0
9643c165xpvaibaexe/0w4kdben431/6v6m74k/g,2.0,1.0,2020.0
b507b5d1xpvaibaexe/hzd2atf04tbdesiza5/un,2.0,1.0,2020.0
17c0ba29xpvaibaexe+g4b5cywzjwdhw/ykkfahu,2.0,1.0,2020.0
7cd02a9fxpvaibaexe+g4b5cywzjwcj8tsg91yaq,2.0,1.0,2020.0
0cf74531xpvaibaexe8x4dbjaynqx7mmovd3rnwo,2.0,1.0,2020.0
008bc94cxpvaibaexe9/w7qcpr4fx1vmkmdbbgr/,2.0,1.0,2020.0
57d87db5xpvaibaexe+ee/bnoydjskfgapkk8t+o,2.0,1.0,2020.0
e6963fb3xpvaibaexe/xopuzjjleghdsw5mpkbxa,2.0,1.0,2020.0
74325201xpvaibaexe8y6/rmxzrwbdjv4+4krogh,2.0,1.0,2020.0
6175a313xpvaibaexe86krjhgvaiwwi8pznj+7zl,2.0,1.0,2020.0
8c053506xpvaibaexe8vzidgya0u7kxetb28ed9j,2.0,1.0,2020.0
0baf3540xpvaibaexe9hxpb1pepyfqehhipofklx,2.0,1.0,2020.0
325e5a25xpvaibaexe9pdehlfoa/z55ir9s9xy8y,2.0,1.0,2020.0
02bf7901xpvaibaexe81w9evvyp+l/obpi+ps6nu,2.0,1.0,2020.0
ba859156xpvaibaexe+chxm5chw4wkpeapan73y4,2.0,1.0,2020.0
b0170aacxpvaibaexe9tmbdu4iuyd43puecpgif5,2.0,1.0,2020.0
5d284a3dxpvaibaexe9p78qxnh96y+u6slz2uzt8,2.0,1.0,2020.0
b8204a58xpvaibaexe/d4nfnihfaqtp/+y0bkqub,2.0,1.0,2020.0
1e43797cxpvaibaexe/81gdnmtxksqiri7nyicsc,2.0,1.0,2020.0
62bffe2expvaibaexe/9ugxkuzclfpe37bsuxsyd,2.0,1.0,2020.0
2ed165a9xpvaibaexe/erksrs1wgejqznqterakg,2.0,1.0,2020.0
21478ca5xpvaibaexe87069oywo+ia90rjo5svvw,2.0,1.0,2020.0
ae624a96xpvaibaexe/8demq5hsllwvz5/2rqe9y,2.0,1.0,2020.0
b04176adxpvaibaexe+pfrkeojyoyy/jsqkqmizy,2.0,1.0,2020.0
cb8bca7fxpvaibaexe88en6dqqetsq7ykpqcguhq,2.0,1.0,2020.0
ff47be24xpvaibaexe+g4b5cywzjwcx/s5xmqp36,2.0,1.0,2020.0
6ec9b467xpvaibaexe+g4b5cywzjwzvd7kcf00e1,2.0,1.0,2020.0
bb3db683xpvaibaexe+g4b5cywzjwsiidpudzbup,2.0,1.0,2020.0
238e4a5cxpvaibaexe9mpn5ivdinr+4dnes1zyx7,2.0,1.0,2020.0
51164227xpvaibaexe95bgjyc1xgntdcv0dg5gvu,2.0,1.0,2020.0
82cdd006xpvaibaexe9wgatiml02llfwatgjnj7j,2.0,1.0,2020.0
9d14729axpvaibaexe8wdgcsqtf3ylz3b0b1w9x0,2.0,1.0,2020.0
e5b910bdxpvaibaexe/h1vzjbzjawkg5vgo/54/z,2.0,1.0,2020.0
e4e17307xpvaibaexe+qnco6wu+o6ggldot7pg0u,2.0,1.0,2020.0
048d7432xpvaibaexe/jrr+qhrxmm+5z8zdg9qi1,2.0,1.0,2020.0
7e8bc1efxpvaibaexe+dmotnufi9lwoyhs5uveu+,2.0,1.0,2020.0
44404d54xpvaibaexe/bly1wus+nvjtrjyj6rn/7,2.0,1.0,2020.0
47d66d66xpvaibaexe/v5x/h23mycxrl5ucnnmuv,2.0,1.0,2020.0
a5defa28xpvaibaexe9kj+qyuurp6+diyiqxkhpn,2.0,1.0,2020.0
41879edbxpvaibaexe8hwu5tvpofamilvmjxtkxe,2.0,1.0,2020.0
2a189ef7xpvaibaexe8l2spbjihvxtu9bggxa/li,2.0,1.0,2020.0
72e7eb49xpvaibaexe/ueorkxzagrln2sowdqesy,2.0,1.0,2020.0
e4fcfaa3xpvaibaexe9ggqkcdmdyeeydc+0ix8yd,2.0,1.0,2020.0
f20a8094xpvaibaexe9frfgwld9notnp+badxrep,2.0,1.0,2020.0
48232090xpvaibaexe8xcsmc61u16er1g/nh7amm,2.0,1.0,2020.0
f095c0cexpvaibaexe9tdz4cswja140a5jvmcann,2.0,1.0,2020.0
6af26f27xpvaibaexe/75frwbkqtnwptk5rw+sjw,2.0,1.0,2020.0
a142d484xpvaibaexe+55g1ktuqha8linu/lmym4,2.0,1.0,2020.0
bb05d862xpvaibaexe9v50ts4uausnkivpz35mi7,2.0,1.0,2020.0
5e056160xpvaibaexe/umsx+yo/cn1guczu4xrvw,2.0,1.0,2020.0
7ae5672axpvaibaexe+jqfayvnobxiaqozgtztid,2.0,1.0,2020.0
cbae82c4xpvaibaexe9rv3kg6cplda86xo0kq2j6,2.0,1.0,2020.0
d1a9e5cbxpvaibaexe+sa6h++bhvymojimaxawk5,2.0,1.0,2020.0
f4f703c7xpvaibaexe+4xppxlkrz0asyhj0yifyb,2.0,1.0,2020.0
c4b38772xpvaibaexe+z64gg7q108licaflhbwqn,2.0,1.0,2020.0
974314b7xpvaibaexe/jhqmylzzrr0fdxbzfaocu,2.0,1.0,2020.0
cdcd9e29xpvaibaexe+y0lgmata/akoacqfkipoh,2.0,1.0,2020.0
92f8b64expvaibaexe+yfpgaagvtefsyfgw2bhk3,2.0,1.0,2020.0
6613805dxpvaibaexe8p7+qblh7hjrlyet63h1s8,2.0,1.0,2020.0
91061907xpvaibaexe+n07p56kwx2is7/sk+fjvn,2.0,1.0,2020.0
0aead120xpvaibaexe/ep1mhrppbrfeptm7vkf8g,2.0,1.0,2020.0
fd3f195dxpvaibaexe9lubdg2blqkl/kk90e0gkm,2.0,1.0,2020.0
dfdc60c1xpvaibaexe//ooov2hcsivme2apvulti,2.0,1.0,2020.0
6975d013xpvaibaexe9zkqy6ucuvgnva4zthklzf,2.0,1.0,2020.0
24ab6739xpvaibaexe+jqfayvnobxjpws75mqc/0,2.0,1.0,2020.0
1248ca30xpvaibaexe+ee/bnoydjsjrguqpnjoq6,2.0,1.0,2020.0
10284077xpvaibaexe9v50ts4uausdmsppki+qrw,2.0,1.0,2020.0
e8b62779xpvaibaexe+rj/hp4d2y80swiccrtoip,2.0,1.0,2020.0
e86145baxpvaibaexe9wkeultvpydwsqdpqaoewh,2.0,1.0,2020.0
3010ab7dxpvaibaexe8igiiwauhvto45gktmwbuq,2.0,1.0,2020.0
98cfc349xpvaibaexe/3wut/psvvidm+3cbty3+i,2.0,1.0,2020.0
bfd4247cxpvaibaexe+jsqlrdntkxu+53dura5mm,2.0,1.0,2020.0
01641a90xpvaibaexe9dgf/ezu6zbxaquo6jqsv8,2.0,1.0,2020.0
3385034bxpvaibaexe8cyaorokb5pajvjfc6jomy,2.0,1.0,2020.0
3d9c71dcxpvaibaexe/havvgti21ab9dwkthfe4e,2.0,1.0,2020.0
ae8e6b2fxpvaibaexe8f56j3w7c5xruuv122x847,2.0,1.0,2020.0
15a91e53xpvaibaexe/5h0vzw0nhl5mm+k0tj6re,2.0,1.0,2020.0
d14bacdexpvaibaexe8csuzma4ok0s7kddgc18yo,2.0,1.0,2020.0
1fdd03e9xpvaibaexe+ssm9d7qpetc02ns9/tnfk,2.0,1.0,2020.0
1bfb1596xpvaibaexe/y5mnhmo/7o9gp9slhg//h,2.0,1.0,2020.0
42e2c20axpvaibaexe/m+/uawvehhlicah+o4wgg,2.0,1.0,2020.0
1ebb5cd4xpvaibaexe9frfgwld9noxkkputiomtp,2.0,1.0,2020.0
6953df6bxpvaibaexe8xu1e8xgql2jzszas/iqve,2.0,1.0,2020.0
230c026dxpvaibaexe8d4zyk6xks0xhc+gr08ndx,2.0,1.0,2020.0
a4da8d82xpvaibaexe85hklgqajy3al/0bm3uqty,2.0,1.0,2020.0
59e3efa9xpvaibaexe/8x6gsb95yigzozx+fp5pi,2.0,1.0,2020.0
f9d14729xpvaibaexe8c3lblh2dnnnphhdytjj18,2.0,1.0,2020.0
ed80564axpvaibaexe8xn1ehxu1cb/hafcqugycv,2.0,1.0,2020.0
d4872d09xpvaibaexe83rugso94cq7h26xglc4xf,2.0,1.0,2020.0
8278e218xpvaibaexe98bewemyja5svazcv7xa6i,2.0,1.0,2020.0
f999b6baxpvaibaexe/6gqqbvlbymxj+9mk/rse1,2.0,1.0,2020.0
df355561xpvaibaexe9zbno1fewqmf+ds9wru5fu,2.0,1.0,2020.0
0852976fxpvaibaexe8bcbqsm3bvhj7pwhsplpjx,2.0,1.0,2020.0
acfe0b34xpvaibaexe+ba4dzyrt+piltwsa5vdjd,2.0,1.0,2020.0
b606a119xpvaibaexe/esoa28kztdjbqgd3c1hu8,2.0,1.0,2020.0
952ccdb3xpvaibaexe+g+689av0wqxjr/4g6pbab,2.0,1.0,2020.0
4d99c6d7xpvaibaexe+iijopfrvdw4sxoiw1xkf5,2.0,1.0,2020.0
772227f1xpvaibaexe9ujnppeyi4ux3eczsjtg3q,2.0,1.0,2020.0
fecce3cbxpvaibaexe8yk/xntbukzhomj6wha+le,2.0,1.0,2020.0
eee5c99bxpvaibaexe9ujtba/m0omudgy/pcn/xg,2.0,1.0,2020.0
3d94aabbxpvaibaexe8xu1e8xgql2l9f6wwob2ic,2.0,1.0,2020.0
bbe9ffd5xpvaibaexe+njimjch3vhpyek0norqpc,2.0,1.0,2020.0
4e7f4557xpvaibaexe/xopuzjjlegopf3wazgz0r,2.0,1.0,2020.0
fc2d6d51xpvaibaexe+f+2tzheifczwi7+hdtfzg,2.0,1.0,2020.0
779568e5xpvaibaexe++r9hzjt1s79wrsgq5d4ek,2.0,1.0,2020.0
bf3de835xpvaibaexe+ld9vp5i9+1mi1if2x/f8d,2.0,1.0,2020.0
