mssv,hocky,namhoc,drl,rank_drl
8fe9610cxpvaibaexe/n5tun5i+oieshzf1hxyhv,1,2020,100,Xuat Sac
ed115863xpvaibaexe9puzayruockvqmp5jlkx2e,1,2020,71,Kha
ff2b9dbaxpvaibaexe9puzayruockvmfh6dmgn2b,1,2020,81,Gioi
6c9f895bxpvaibaexe+hzqxlrr1wqltimvptfiwt,1,2020,81,Gioi
cdae9c3bxpvaibaexe9gpsuyltm3esj4xqeyyi3p,1,2020,100,Xuat Sac
d6cba8b9xpvaibaexe9w3p4ojxtsal9uuw+eshrr,1,2020,100,Xuat Sac
ca461e1bxpvaibaexe9w3p4ojxtsalwsb+3jvozg,1,2020,100,Xuat Sac
f2be62bcxpvaibaexe+lovcofflpokxkcigqyioz,1,2020,100,Xuat Sac
eaa332fdxpvaibaexe9p2uxweesl6ockgetwdeph,1,2020,76,Kha
bbe70379xpvaibaexe9p2uxweesl6vogkhyfx/jn,1,2020,76,Kha
771fbb4dxpvaibaexe/a4dmmdlc8uc4gngxuuotw,1,2020,81,Gioi
8fac9716xpvaibaexe/a4dmmdlc8ugdcsdnvkclg,1,2020,90,Xuat Sac
597966afxpvaibaexe+xbs+mkmrabrzhyo2dotjs,1,2020,97,Xuat Sac
e2f71669xpvaibaexe9notw1bhkswkqhpvq+vmh2,1,2020,83,Gioi
048fa4c0xpvaibaexe87zpkgv/pdbr2144f7+cx9,1,2020,100,Xuat Sac
76f623f0xpvaibaexe+f47dldh7neu1o2zjuvrjq,1,2020,100,Xuat Sac
30476694xpvaibaexe9lgovobbd2dynbk73fc/08,1,2020,77,Kha
0deeceb5xpvaibaexe/ytqqkv0usdd89zsgbsvm6,1,2020,89,Gioi
99719263xpvaibaexe+bnybevupsw1gkvv4mczt9,1,2020,90,Xuat Sac
9ea7c278xpvaibaexe/jzh6zxmav+v+iqxknsnuj,1,2020,84,Gioi
a0d1c226xpvaibaexe/jzh6zxmav+ugackdqtkgi,1,2020,81,Gioi
6487494dxpvaibaexe/jzh6zxmav+sj/tce3lbpk,1,2020,72,Kha
d2e846d5xpvaibaexe/jzh6zxmav+kg5fdfydpbu,1,2020,100,Xuat Sac
debf980expvaibaexe+fy1phpq2h8lfhap/infr9,1,2020,92,Xuat Sac
fde2d36cxpvaibaexe8zqb/g2cpypfeciub9zsqv,1,2020,100,Xuat Sac
6ff38ea0xpvaibaexe8zqb/g2cpypcfdzgcbtwtg,1,2020,100,Xuat Sac
df478263xpvaibaexe8zqb/g2cpypit+p6s7iw8/,1,2020,100,Xuat Sac
87bd981fxpvaibaexe8d+xul7f/qxngglgkoai2p,1,2020,100,Xuat Sac
1129a056xpvaibaexe/ijyk0ompuj9engox7/lpg,1,2020,81,Gioi
25e4d9faxpvaibaexe/ijyk0ompujyuep0m3rp8s,1,2020,92,Xuat Sac
dbe64a33xpvaibaexe9pmc4shtguo5bmaz9pqssx,1,2020,100,Xuat Sac
57d2a952xpvaibaexe9pmc4shtguo0slbpj3eftm,1,2020,80,Gioi
a90de971xpvaibaexe9pmc4shtguo6akscxxyoh2,1,2020,100,Xuat Sac
92690409xpvaibaexe9pmc4shtguo8q3tm9enym/,1,2020,75,Kha
a05a6091xpvaibaexe9pmc4shtguo2e73eienjzm,1,2020,80,Gioi
83faa9caxpvaibaexe+oo0hccqusuotstiwkwhsf,1,2020,74,Kha
112e2dacxpvaibaexe8jnpgmw2c4ui/fpspdpt3l,1,2020,95,Xuat Sac
a1c62ed1xpvaibaexe9wgacca7scweq/xwmczmbg,1,2020,90,Xuat Sac
976f16b3xpvaibaexe9wgacca7scwb3cv0twx4ma,1,2020,88,Gioi
b72c157cxpvaibaexe+l7yr6xo33kueepc0ptkor,1,2020,86,Gioi
dd0479b2xpvaibaexe8qsvvyfbgpn8/et18nynes,1,2020,81,Gioi
29f018bbxpvaibaexe82b8vnnvud6emckycuxedi,1,2020,100,Xuat Sac
92982a23xpvaibaexe+lbsgctk53mbzmglixywax,1,2020,72,Kha
1363a2b0xpvaibaexe+lbsgctk53mq3eij0xihu9,1,2020,88,Gioi
cd625be8xpvaibaexe+nyyotv4fwdahkuwgx4w98,1,2020,100,Xuat Sac
b680af1dxpvaibaexe+nyyotv4fwdqksciquoc7k,1,2020,87,Gioi
98b6e1efxpvaibaexe+43hjfrferjfndepm6r1ro,1,2020,100,Xuat Sac
45c0a7d1xpvaibaexe/0walam5c/ydetzqvxlwpy,1,2020,90,Xuat Sac
e598083bxpvaibaexe/eamzfftvzpbjhvwhd7gpc,1,2020,77,Kha
0ee35ad6xpvaibaexe8ixn+mv9wqkgovjpwgg7/9,1,2020,100,Xuat Sac
71f5f773xpvaibaexe91ucttbryagwpmsjmdrslj,1,2020,100,Xuat Sac
ec7f7325xpvaibaexe/os4eb0g5n4vxtblaevgrp,1,2020,81,Gioi
df3bc1c9xpvaibaexe+m/bsglkqkv0cyn1jrzoed,1,2020,100,Xuat Sac
5e4a28e3xpvaibaexe92yz7kcyizxtzuwgahsxqd,1,2020,74,Kha
81ad9251xpvaibaexe90e3nxw1nyafaub7bjf4as,1,2020,100,Xuat Sac
90371a9cxpvaibaexe/zt99h3ddtvr/xmvlnmprv,1,2020,74,Kha
eb772a32xpvaibaexe/zt99h3ddtvtnj1hxedas3,1,2020,82,Gioi
cf00a253xpvaibaexe/mbd1xvem0x//p+sdifplo,1,2020,100,Xuat Sac
9ba5dce1xpvaibaexe/mbd1xvem0x9309+/8x221,1,2020,90,Xuat Sac
83c6d744xpvaibaexe/ep1mhrppbrhrychckmyox,1,2020,100,Xuat Sac
d8c96e7bxpvaibaexe9gjazs/pdnmuhcv7exap8c,1,2020,100,Xuat Sac
2d21bd05xpvaibaexe9gjazs/pdnms23gpjj13ul,1,2020,100,Xuat Sac
746d07ffxpvaibaexe+1qnc7laco/cag31dw77dx,1,2020,100,Xuat Sac
0aa9ce52xpvaibaexe/k16nynloi0aixmsl7mown,1,2020,83,Gioi
d9303362xpvaibaexe8ot/p9f7hpvc75io73a7zn,1,2020,82,Gioi
af45b154xpvaibaexe8nucevwxzmu2vbp+o37jwz,1,2020,87,Gioi
fbc85362xpvaibaexe+sv6kmm2rqhqwivibixxt6,1,2020,100,Xuat Sac
d84d64c5xpvaibaexe9e953jv3nnlqliroz2mvdz,1,2020,81,Gioi
21a2f10axpvaibaexe8ak9bjf0pqfojujskqtnzv,1,2020,100,Xuat Sac
13adb455xpvaibaexe+szmhbfc71uoqo/zghnhdj,1,2020,100,Xuat Sac
c95ab6adxpvaibaexe/8rx8czm8qsy53nwhuedys,1,2020,100,Xuat Sac
da271d39xpvaibaexe/8rx8czm8qsxkw1sqd4fae,1,2020,74,Kha
d40aad30xpvaibaexe+cpn4cemdockgeftnss0hs,1,2020,99,Xuat Sac
41313690xpvaibaexe+cpn4cemdocog3hbxm+4k2,1,2020,90,Xuat Sac
364b9763xpvaibaexe+siokunff6njs9trl8cede,1,2020,85,Gioi
2ece60d7xpvaibaexe/xn91tbwvndrazxkkldihw,1,2020,89,Gioi
9fa740e7xpvaibaexe86hkncn730j5/bhmwrsp49,1,2020,86,Gioi
3a23f6e3xpvaibaexe8ewfnztwjadyjfnyynpgos,1,2020,90,Xuat Sac
2f86bbd1xpvaibaexe8ewfnztwjad+lmjdmlkw/s,1,2020,90,Xuat Sac
1e669346xpvaibaexe+tsa7t7uslj+z/uh8dnum7,1,2020,84,Gioi
b2478956xpvaibaexe9/b4ozkkopvykj8icpngdk,1,2020,100,Xuat Sac
8f12e3bdxpvaibaexe+rucnimwndawju/evriqlg,1,2020,100,Xuat Sac
70f6b85bxpvaibaexe+rucnimwnda033zjk6grlx,1,2020,100,Xuat Sac
f86acae6xpvaibaexe/ekiy6f5fd8jxdej0qxtgm,1,2020,100,Xuat Sac
366832fcxpvaibaexe/glop/3mrwaovo4wa5wjw2,1,2020,85,Gioi
64fa65e5xpvaibaexe/yd5khqdzvkeg5iy520knw,1,2020,80,Gioi
60f73830xpvaibaexe9mpq5whbyspphtewpqm+cy,1,2020,82,Gioi
f66d3ef4xpvaibaexe9mpq5whbyspjph7j72vaha,1,2020,89,Gioi
7c165d6expvaibaexe9mpq5whbyspiqb5oecjf+y,1,2020,79,Kha
ceaa42bfxpvaibaexe8t4cdfhkw3sxhzbyzoaj0b,1,2020,90,Xuat Sac
bef541c0xpvaibaexe9ygnnr0jxphyj5zbqelf7c,1,2020,100,Xuat Sac
0ff1ebb4xpvaibaexe/fr4/q8qxxrereaz0of1ks,1,2020,91,Xuat Sac
40ec6a54xpvaibaexe8xtti6vhhlkmv1uyliudjc,1,2020,100,Xuat Sac
70bca538xpvaibaexe/skowiyakjtg5ssqrpcqal,1,2020,100,Xuat Sac
570c0ce4xpvaibaexe9a8avg2xms/3htl5qa35fh,1,2020,84,Gioi
86e0e58expvaibaexe8jokysh0sa3srzstmujjhr,1,2020,100,Xuat Sac
0457dcc0xpvaibaexe/cdmtnbauounmc60bg9gms,1,2020,100,Xuat Sac
34b8147cxpvaibaexe+mr0bpjncxydcz0lc5107i,1,2020,100,Xuat Sac
b066bd07xpvaibaexe/w5gzwsm37/19tezofqkmn,1,2020,100,Xuat Sac
db58d74fxpvaibaexe/w5gzwsm37/zb97gnmsayv,1,2020,87,Gioi
b2ffb941xpvaibaexe+l4bzn3gsi78jxhz1p5ib/,1,2020,93,Xuat Sac
6a7cdc10xpvaibaexe8utlk0ua6nigzalhzx+txe,1,2020,100,Xuat Sac
2bc7123bxpvaibaexe80crbkbdr5tbwjvdkwsq+r,1,2020,90,Xuat Sac
b16b12f4xpvaibaexe85hklgqajy3rhjqj5dbxcg,1,2020,100,Xuat Sac
3566c732xpvaibaexe9/3rpdfvrgggjdwpllbgzb,1,2020,100,Xuat Sac
bcfee2b5xpvaibaexe/liv6qehs+zupkzazcltbc,1,2020,100,Xuat Sac
0c49764axpvaibaexe8czdrb45s33kyzvpakf+yz,1,2020,72,Kha
70e068bexpvaibaexe8ebn4ywa8yu74e2ftbkoez,1,2020,100,Xuat Sac
9643c165xpvaibaexe/0w4kdben431/6v6m74k/g,1,2020,55,Trung Binh
2cf8078cxpvaibaexe/8x6gsb95yib6rrhzfm8ho,1,2020,86,Gioi
f0a3a9f8xpvaibaexe8zao0wu8vadrvvbfnnuzko,1,2020,100,Xuat Sac
a6216415xpvaibaexe/fptt4pbq8nckxpaql83jk,1,2020,100,Xuat Sac
010ebfe8xpvaibaexe/fptt4pbq8nazhcnwkwvzn,1,2020,100,Xuat Sac
44233d79xpvaibaexe/fptt4pbq8npm0xkasmfas,1,2020,100,Xuat Sac
98c21f60xpvaibaexe/zkcdd4jxtll9df9jtpksr,1,2020,100,Xuat Sac
6c1afebdxpvaibaexe8qwxsyp7gy4xyvq5uqtocs,1,2020,82,Gioi
54432156xpvaibaexe9nzbs7fjgawtuv9kh5miu7,1,2020,91,Xuat Sac
dcbbbec8xpvaibaexe+eliawcq1si868gn2ja5lk,1,2020,100,Xuat Sac
c06b893cxpvaibaexe+eliawcq1si4xsoye2f3j2,1,2020,91,Xuat Sac
3d4ad6c3xpvaibaexe9f+ou8wunbqe7utnvm7nra,1,2020,86,Gioi
ebe92217xpvaibaexe8pcwjaf/8k/fzotrd1y5ee,1,2020,100,Xuat Sac
c4cb17faxpvaibaexe8pcwjaf/8k/igla9ixhtjj,1,2020,100,Xuat Sac
287eb7d8xpvaibaexe/thzsgycyugicslma3mtuv,1,2020,77,Kha
3ee66da9xpvaibaexe8zcbsjnuktip6onpzryzty,1,2020,83,Gioi
2831e8f2xpvaibaexe+knwgscvz27cm2sgqyi6kv,1,2020,92,Xuat Sac
74b090c0xpvaibaexe+knwgscvz27elafictaxwp,1,2020,86,Gioi
0f4e2e19xpvaibaexe+knwgscvz27hdniwasuuic,1,2020,88,Gioi
04937b4dxpvaibaexe+knwgscvz27easnjl9hdvk,1,2020,77,Kha
4e21d138xpvaibaexe+knwgscvz27l2tis+phh39,1,2020,79,Kha
3eef50bbxpvaibaexe+knwgscvz27di3q+ethj5l,1,2020,94,Xuat Sac
a505d017xpvaibaexe/giu0v6trrk8hj+mwebx3w,1,2020,96,Xuat Sac
13f96036xpvaibaexe9d4lqb7psjpuczptvh/hta,1,2020,75,Kha
fb38617expvaibaexe/yay6mzejii0fwvytjlos+,1,2020,100,Xuat Sac
f421401cxpvaibaexe/yay6mzejii9anjcyyvcj7,1,2020,96,Xuat Sac
7f21d7cbxpvaibaexe/yay6mzejii92glonymj9g,1,2020,100,Xuat Sac
600629f6xpvaibaexe+vfaa12tmd+w2jsswjy65p,1,2020,77,Kha
04993e46xpvaibaexe/c+aa7r58mu9q6taevnxut,1,2020,100,Xuat Sac
33a6c6adxpvaibaexe/c+aa7r58mu0ba0pxogvwu,1,2020,90,Xuat Sac
533506e9xpvaibaexe/rtfmbxsnercf54w2wazyb,1,2020,86,Gioi
28782e66xpvaibaexe9urngx21o5xtw+zf1tupqt,1,2020,86,Gioi
0088b819xpvaibaexe+prrseqs9royvqbm9wqphs,1,2020,100,Xuat Sac
cb43d033xpvaibaexe/q/d6s7louwzbjqeyk9w6z,1,2020,100,Xuat Sac
03918911xpvaibaexe8udpdbbtbyrbr+ergstt5q,1,2020,100,Xuat Sac
ff8a419fxpvaibaexe8udpdbbtbyrmzow6f+onc4,1,2020,100,Xuat Sac
4c198fb7xpvaibaexe+bn/kbq8h84nh4gk40sfxb,1,2020,100,Xuat Sac
21e88e8expvaibaexe+1exr/9vxbize4vwy1ppy/,1,2020,81,Gioi
a5b0a050xpvaibaexe+1exr/9vxbi1eytlwvfx/6,1,2020,77,Kha
49318d12xpvaibaexe8blatjedit3xlaqojghcps,1,2020,100,Xuat Sac
66eb0e4fxpvaibaexe+dzz08dyrywvxgtgzk1uc2,1,2020,100,Xuat Sac
f546660axpvaibaexe8xcsmc61u16kjc+usnct+1,1,2020,100,Xuat Sac
b507b5d1xpvaibaexe/hzd2atf04tbdesiza5/un,1,2020,70,Kha
ca938fe8xpvaibaexe8swoxwekdacj52co1ieg4d,1,2020,100,Xuat Sac
66a02ecdxpvaibaexe8fdzwq6sz6wndumjphi5ub,1,2020,100,Xuat Sac
cdcca80fxpvaibaexe9t8x64vl5kd/cfax5qhf+h,1,2020,86,Gioi
95acab74xpvaibaexe8srnjkozqjqgk6twkm8k5u,1,2020,100,Xuat Sac
17c0ba29xpvaibaexe+g4b5cywzjwdhw/ykkfahu,1,2020,58,Trung Binh
7cd02a9fxpvaibaexe+g4b5cywzjwcj8tsg91yaq,1,2020,69,Kha
0cf74531xpvaibaexe8x4dbjaynqx7mmovd3rnwo,1,2020,53,Trung Binh
ffe53e27xpvaibaexe+bosxjov2lkipm7byt5hds,1,2020,100,Xuat Sac
7e3853dcxpvaibaexe+bosxjov2lkjhhpbwrkrqk,1,2020,100,Xuat Sac
f16f0febxpvaibaexe8jhj4j3nssl6efaumakm+i,1,2020,81,Gioi
b739b774xpvaibaexe8jhj4j3nssl9hkic5/mitt,1,2020,100,Xuat Sac
9e4bad66xpvaibaexe9vh8fj4r+4orzlajqczhf9,1,2020,100,Xuat Sac
3a735f72xpvaibaexe8+b4756rik/ot9jqt5xptj,1,2020,100,Xuat Sac
c92c47a6xpvaibaexe/w1zbpbjj8qfwobzufg9c9,1,2020,87,Gioi
9bae63d9xpvaibaexe92/fvkjtosozmbvfkntgyw,1,2020,100,Xuat Sac
772208d6xpvaibaexe92/fvkjtosofxvhlm3nil6,1,2020,81,Gioi
66d8ea8fxpvaibaexe8wxpcntbnyslqmvmd9jfjl,1,2020,96,Xuat Sac
579bee17xpvaibaexe/u36fi9oto3e/kyeemplpl,1,2020,100,Xuat Sac
aedd1c1expvaibaexe8magu8tldzsjh/ugyg9v58,1,2020,90,Xuat Sac
70c738b7xpvaibaexe9mpn5ivdinr21c4krutpmv,1,2020,100,Xuat Sac
87952f58xpvaibaexe9usud9inn9jbj3nbsudnb8,1,2020,90,Xuat Sac
63cda664xpvaibaexe9usud9inn9jbm0+ui/+qgi,1,2020,90,Xuat Sac
37b10c06xpvaibaexe+l62icawnoyijfbnmgkq1b,1,2020,89,Gioi
6b353202xpvaibaexe+jotnwevc97iqv56uyqhty,1,2020,100,Xuat Sac
724a230fxpvaibaexe/ksddr/jktq1ldxgrbn4mm,1,2020,100,Xuat Sac
7ae5672axpvaibaexe+jqfayvnobxiaqozgtztid,1,2020,53,Trung Binh
b4a1c044xpvaibaexe+derjk2qkc6xvkiibikfbk,1,2020,82,Gioi
b0d11834xpvaibaexe/hd2nfsms4vegzmarolxb5,1,2020,90,Xuat Sac
957b4c32xpvaibaexe+vudgg5hndv9dwos30ib0k,1,2020,100,Xuat Sac
553d3d4bxpvaibaexe8xn1ehxu1cb9qhnipu7zta,1,2020,100,Xuat Sac
cbde287bxpvaibaexe8xn1ehxu1cb46fwfot+ewn,1,2020,100,Xuat Sac
383d2eabxpvaibaexe9mu9zmuyodkmmgea8ll4mv,1,2020,80,Gioi
4b6900b0xpvaibaexe83rugso94cq2gzzd1wq+oy,1,2020,100,Xuat Sac
0c79af2fxpvaibaexe/ggxgrg2iezlmvwibf3n1i,1,2020,100,Xuat Sac
d2a50a16xpvaibaexe+0nhjb2tgox1cvaazml2kg,1,2020,100,Xuat Sac
e1497ddaxpvaibaexe8zi/zlizsiun1erxvatenk,1,2020,100,Xuat Sac
5ce79eedxpvaibaexe8wj1bwonrkyv+jaktsjruw,1,2020,61,Trung Binh
4915f747xpvaibaexe8rz8nucicoovgjqh7h+zcw,1,2020,88,Gioi
0e1a7bb3xpvaibaexe8rz8nucicood1q2ga6vxwj,1,2020,100,Xuat Sac
253cd644xpvaibaexe8rz8nucicooaci/vrzvqdj,1,2020,100,Xuat Sac
0b572ed1xpvaibaexe+wyjama+c6ginzvwuiy0by,1,2020,86,Gioi
e7d078a4xpvaibaexe+wyjama+c6gpwcbuiilrr7,1,2020,100,Xuat Sac
105c8be9xpvaibaexe8cyaorokb5pqq6xa0hst/f,1,2020,100,Xuat Sac
4cc29f99xpvaibaexe+b6dqxdwl+u92rkkv5o9rf,1,2020,100,Xuat Sac
29c88198xpvaibaexe+b6dqxdwl+uyddzdexpizm,1,2020,90,Xuat Sac
414d4c0cxpvaibaexe9zbno1fewqmfd6u3fw2qvx,1,2020,81,Gioi
1ff0692expvaibaexe+8xcwrhsa1km1wgnfoswwy,1,2020,91,Xuat Sac
313480e4xpvaibaexe8bcbqsm3bvhkr4alnj+wkr,1,2020,100,Xuat Sac
a75970d5xpvaibaexe8bcbqsm3bvhsedkqvmvcji,1,2020,86,Gioi
1ed81813xpvaibaexe/clthnknypfgt8bfmnrz6h,1,2020,100,Xuat Sac
16e15ecfxpvaibaexe/lq24vwkc+lh2javx+wpjx,1,2020,100,Xuat Sac
4c51140axpvaibaexe+ba4dzyrt+ppkkbmpfyv6e,1,2020,90,Xuat Sac
4b71804dxpvaibaexe+ba4dzyrt+pmuiinp+bwuk,1,2020,94,Xuat Sac
37c69a3cxpvaibaexe+ggliw+afajaoz5oazmco3,1,2020,81,Gioi
daf17921xpvaibaexe/esoa28kztdsltoj5qzohy,1,2020,100,Xuat Sac
7e14fce2xpvaibaexe9o6/f07jtuv/sydqu8xrvy,1,2020,100,Xuat Sac
b0e6c48expvaibaexe9o6/f07jtuv2iubefezeow,1,2020,90,Xuat Sac
5aede7d0xpvaibaexe9o6/f07jtuv3kw0evqb5/z,1,2020,100,Xuat Sac
27287d52xpvaibaexe+g+689av0wq2tzecelm+th,1,2020,75,Kha
f7047bc2xpvaibaexe9/w7qcpr4fx1n88eaubxwe,1,2020,78,Kha
aad47e91xpvaibaexe/mmx1dmbtpnzsiumv5whcq,1,2020,94,Xuat Sac
361908cbxpvaibaexe+ivhw2w4uqallyra4x04u0,1,2020,86,Gioi
ebfb9448xpvaibaexe+ivhw2w4uqajgc1g2hshpv,1,2020,100,Xuat Sac
019568e7xpvaibaexe+p3p+fefriwdxexipzgraa,1,2020,100,Xuat Sac
55bb54c4xpvaibaexe+p3p+fefriwndqleyjcbpn,1,2020,100,Xuat Sac
26a675e0xpvaibaexe9ujnppeyi4ur3p7csvrblx,1,2020,90,Xuat Sac
e8bcdee7xpvaibaexe+ee/bnoydjsoy3zbf9u7q9,1,2020,100,Xuat Sac
4b5ab4f7xpvaibaexe+55g1ktuqha/i35jgrd9te,1,2020,80,Gioi
d356129expvaibaexe9hf/fj8gf3widxisakskvx,1,2020,100,Xuat Sac
2711d4e1xpvaibaexe95bgjyc1xgnwyncivivwe6,1,2020,100,Xuat Sac
e6fb9c99xpvaibaexe/el9trakm7gdq296hftaa1,1,2020,100,Xuat Sac
e535ee17xpvaibaexe+sxbrvscei6cvuljpmk+ds,1,2020,100,Xuat Sac
38dafa34xpvaibaexe9t3amskf7fuafg1neyaf7f,1,2020,83,Gioi
618acd12xpvaibaexe9ktkrxs1nj3slirvjy3jhv,1,2020,100,Xuat Sac
829491c4xpvaibaexe9ktkrxs1nj3gq5xkpjx9v7,1,2020,95,Xuat Sac
480b4400xpvaibaexe+23ctkf8qtd/xnlqn3orya,1,2020,100,Xuat Sac
7d62b87expvaibaexe8yd29zp3mxd5vneo4qojje,1,2020,100,Xuat Sac
e63c7011xpvaibaexe/n50hrf+du8xeubrsciogl,1,2020,100,Xuat Sac
2323f593xpvaibaexe8cykxkpteand3hzfbrmvuh,1,2020,100,Xuat Sac
d73f4246xpvaibaexe8cykxkpteancif2axo6q1c,1,2020,86,Gioi
1a6378d9xpvaibaexe/vqhzzhdyacqdec9361i/1,1,2020,90,Xuat Sac
918bcf59xpvaibaexe+sbxsvf9mwxcwbotwdoaaj,1,2020,100,Xuat Sac
a77828d0xpvaibaexe/fi8zyrfhf8shbjdrsjkgg,1,2020,86,Gioi
1ede5ae1xpvaibaexe+wdrmfsv/1fqzwialjmniu,1,2020,100,Xuat Sac
548333c6xpvaibaexe+ealu+wswpdudamh7afo2r,1,2020,100,Xuat Sac
0d980091xpvaibaexe9u8ftw5akwescmlv3a+gqi,1,2020,97,Xuat Sac
ad09ffd4xpvaibaexe9np2x7vqndvzb3sgnp+2im,1,2020,64,Trung Binh
bd8317f6xpvaibaexe9np2x7vqndvvcqvkxvmxw6,1,2020,100,Xuat Sac
abeaff39xpvaibaexe+ssm9d7qpetlkskaxnzbbk,1,2020,87,Gioi
91c0976fxpvaibaexe80f7xvymuvyfqwmrflteex,1,2020,100,Xuat Sac
a29a78c3xpvaibaexe80f7xvymuvye5svtyivky8,1,2020,89,Gioi
4242fa6axpvaibaexe8f56j3w7c5xtxxri+8bjqy,1,2020,100,Xuat Sac
1ed5e1c9xpvaibaexe/pfwidalddembiqwez91fd,1,2020,100,Xuat Sac
299ef5b3xpvaibaexe/pfwidalddesuijvg9uhyb,1,2020,87,Gioi
f7b0f118xpvaibaexe/57zzlpsi5puznww9tn7e6,1,2020,100,Xuat Sac
cb263c18xpvaibaexe8xmctz03/be8yk40qwdpir,1,2020,72,Kha
f6059576xpvaibaexe99ynsueyx+seyuo79ylb6y,1,2020,68,Kha
99203ceexpvaibaexe+dvxfbwvwkltmxataqd/zh,1,2020,83,Gioi
a15da8f6xpvaibaexe9wgqqll7rkk+hrh2dnohqk,1,2020,81,Gioi
d61a8fa6xpvaibaexe8jrlimuqsscfm/cb1ttk5h,1,2020,68,Kha
7b967a41xpvaibaexe8lzysxhhit0exzdqmbflmj,1,2020,90,Xuat Sac
f6f9475cxpvaibaexe95t7idlkovf01nr8f41vo8,1,2020,66,Kha
d6ec50fbxpvaibaexe8k9vkm2afhlbphxntsojae,1,2020,80,Gioi
288e4445xpvaibaexe8igdmjikw1wv69bjagcsb1,1,2020,66,Kha
d6ca403fxpvaibaexe9wgatiml02lg50ptmvl/bw,1,2020,64,Trung Binh
79f3ddc2xpvaibaexe+zrghfausfady5njerwbdy,1,2020,90,Xuat Sac
2f2aaad3xpvaibaexe8qbtius9incxmr4qpjae8j,1,2020,66,Kha
a413e4e8xpvaibaexe+cv7qscykqegriatzsp7u1,1,2020,93,Xuat Sac
7206d5f5xpvaibaexe9a3yjgh4ipfor9ix7yh3fv,1,2020,66,Kha
afb0c828xpvaibaexe876wt31ygpp3tg15v7eevl,1,2020,68,Kha
47c1e89bxpvaibaexe+xqbehilbirvoez+mmzmdu,1,2020,81,Gioi
b8e35ab3xpvaibaexe+u8duxwgtffejp5j+b1awt,1,2020,83,Gioi
761f971cxpvaibaexe/hadw09fe3wi8cjiuud52s,1,2020,64,Trung Binh
7d1cddf6xpvaibaexe8m37suqoe4cyfkfrfnrhux,1,2020,69,Kha
3416d220xpvaibaexe8cn9mrovh0mly3bvc0kdr6,1,2020,59,Trung Binh
f986b312xpvaibaexe8x/uxhabbog7+k+qxfeqpx,1,2020,64,Trung Binh
f1ac7eb2xpvaibaexe86shnmdbyrm6sn44izzf9+,1,2020,93,Xuat Sac
487627cbxpvaibaexe+f5/cncorl8stq+gv4qkdr,1,2020,73,Kha
ccf627d0xpvaibaexe+oaybuv81bbkc8l/mx+ihc,1,2020,66,Kha
f3e9a687xpvaibaexe+oaybuv81bbosz5hfnu9sa,1,2020,61,Trung Binh
6c47ce97xpvaibaexe9x7fcj6vxip5dbuwfqkrie,1,2020,93,Xuat Sac
7458c226xpvaibaexe8e8mfopoplfj+4foe6fn9m,1,2020,84,Gioi
2909662dxpvaibaexe9hp2teoswcgqehbesrw4xg,1,2020,68,Kha
e0087006xpvaibaexe88g96lr9q/hyhuut2bbqj2,1,2020,69,Kha
953c6a47xpvaibaexe+5aeinm7he3ulh7djd90x8,1,2020,58,Trung Binh
cdca87ccxpvaibaexe/aqmxydlkhr8zd3iwyqssf,1,2020,64,Trung Binh
8fba4dd6xpvaibaexe9n+b7c2vgps5fuptuqnctw,1,2020,61,Trung Binh
d1eb811axpvaibaexe+qj0mb5tsynzpqxn4jywg3,1,2020,100,Xuat Sac
a1405b15xpvaibaexe/fuy4xnwnivognenhdiejc,1,2020,100,Xuat Sac
3865c800xpvaibaexe+3hdjf+k3byc4c0x5gs0mp,1,2020,100,Xuat Sac
1b2ccfd7xpvaibaexe+ndjhrhiaomecvruemd++5,1,2020,66,Kha
de67562fxpvaibaexe8b36blncvkledwaxezlz0d,1,2020,71,Kha
ed0136c2xpvaibaexe/baq/wvvlh/nzl+ie9y14x,1,2020,79,Kha
7a4b058dxpvaibaexe8b6jbwyl2yti8eizkurcsw,1,2020,90,Xuat Sac
25f23be0xpvaibaexe+xoev1vj5o2ztsz/mxr7u7,1,2020,77,Kha
7a51b01axpvaibaexe8d4zyk6xks06tnh6+ad7sa,1,2020,100,Xuat Sac
2850c99fxpvaibaexe8xlyagr26h4/vlzsonuuxk,1,2020,74,Kha
822fee5axpvaibaexe9+3tdubrxdlciv1n4ykp+l,1,2020,95,Xuat Sac
f41dd86axpvaibaexe+3bwvxnzrrwpofpvmq6hdc,1,2020,66,Kha
5de7205dxpvaibaexe+nqszrbbpdt+fgwjyhs5hn,1,2020,75,Kha
7407d08dxpvaibaexe+nqszrbbpdt+s094rsynjl,1,2020,70,Kha
7bb10987xpvaibaexe+nqszrbbpdt+dlyyayoyag,1,2020,96,Xuat Sac
2d6e3b9axpvaibaexe+nqszrbbpdt/wsaq0ukhd7,1,2020,89,Gioi
f4fa2b15xpvaibaexe+nqszrbbpdt9g3cqkochsj,1,2020,96,Xuat Sac
1482b2bexpvaibaexe+nqszrbbpdt4/vnaay2xsh,1,2020,72,Kha
9ea5ad13xpvaibaexe92uubt7zfwrqgm4fsorsw0,1,2020,96,Xuat Sac
67b08e41xpvaibaexe92uubt7zfwrt4apqjdua+s,1,2020,85,Gioi
bee21314xpvaibaexe81r7krch0uczusmr9ldfye,1,2020,81,Gioi
5258e240xpvaibaexe81r7krch0ucwu9t9omicsn,1,2020,66,Kha
